TX_AMOUNT,IS_FRAUD,SENDER_INIT_BALANCE,RECEIVER_INIT_BALANCE,HOUR,DAY_OF_WEEK,AMOUNT_TO_SENDER_BALANCE_RATIO,SENDER_BALANCE_AFTER_TX
164.3,FALSE,164.31,402.44,6,2,0.993890267,0.01
449.69,FALSE,449.69,571.5,1,1,0.99778118,0
132.91,FALSE,132.91,264.83,10,6,0.992532298,0
458.52,FALSE,458.53,455.19,18,5,0.997802102,0.01
187.89,FALSE,187.9,226.9,11,3,0.994653256,0.01
147.72,FALSE,147.72,469.74,15,0,0.993275955,0
152.77,FALSE,152.77,553.77,2,2,0.993496781,0
581.48,FALSE,581.49,306.34,11,4,0.998266065,0.01
524.21,FALSE,524.22,122.64,2,5,0.998076996,0.01
497.73,FALSE,497.74,241.79,3,2,0.997974897,0.01
9932.09,FALSE,217.76,369.25,19,4,45.40176449,-9714.33
3.41,TRUE,298.56,456.54,13,2,0.011383362,295.15
128.78,FALSE,128.79,243.47,12,6,0.992218199,0.01
20.29,FALSE,162.32,344.6,6,3,0.124234631,142.03
144.46,FALSE,144.46,153.8,7,0,0.993125258,0
503.76,FALSE,503.76,164.25,22,5,0.99801886,0
122.22,FALSE,122.22,300.95,9,2,0.991884434,0
421.89,FALSE,421.9,135.22,9,1,0.997611729,0.01
198.3,FALSE,198.3,353.33,10,5,0.994982439,0
314.48,FALSE,314.48,168.93,2,4,0.996830227,0
5.341664961,TRUE,1128.621955,763.0619954,15,0,0.011289077,552.9
344.47,FALSE,344.47,115.11,12,6,0.997105393,0
179.33,FALSE,179.34,432.2,9,4,0.994399468,0.01
11.8,FALSE,165.28,274.89,21,0,0.070964638,153.48
23.36,FALSE,186.91,189.74,9,1,0.124314832,163.55
183.22,FALSE,183.23,144.45,10,1,0.994517722,0.01
4.61,TRUE,236.52,337.29,5,0,0.019408892,231.91
390.14,FALSE,390.14,132.48,3,0,0.997443371,0
128.36,FALSE,128.36,484.44,7,0,0.992269635,0
3.587122451,TRUE,752.3443328,861.4563835,15,0,0.017855201,556.72
102.02,FALSE,102.03,216.28,3,4,0.99019703,0.01
34.61,FALSE,173.09,169.06,9,2,0.198805216,138.48
179.44,FALSE,179.45,236.88,14,4,0.994402882,0.01
10.44,FALSE,146.27,271.84,4,4,0.070890202,135.83
5.04,FALSE,100.88,241.38,6,2,0.049469965,95.84
11.79,FALSE,165.1,235.83,15,0,0.070981337,153.31
16.92,FALSE,186.15,188.89,7,1,0.090408763,169.23
250.5483284,FALSE,85.67879996,128.705536,2,6,0.419821855,0.01
10.37,FALSE,124.54,155.17,17,6,0.082603154,114.17
174.16,FALSE,174.17,121.76,7,0,0.994234173,0.01
18.75,FALSE,187.52,242.94,2,4,0.099458943,168.77
111.2515504,FALSE,113.1225045,59.72096345,4,5,0.442187833,135.96
9.51,FALSE,133.27,592.63,8,0,0.070827437,123.76
61.27,FALSE,183.83,196.84,15,1,0.331493805,122.56
254.1991792,FALSE,103.3734932,142.2371761,0,5,0.48988083,107.8
102.33,FALSE,102.34,292.85,17,2,0.990226437,0.01
509.04,FALSE,509.04,486.93,4,3,0.998039369,0
137.66,FALSE,137.67,212.75,5,1,0.992716521,0.01
170.3,FALSE,170.3,310.09,17,5,0.994162288,0
13.59,FALSE,149.5,540.75,6,2,0.090299003,135.91
153.7700493,FALSE,121.14622,144.1570904,0,5,0.377825063,0.01
106.62,FALSE,106.63,392.65,17,2,0.990615999,0.01
434.66,FALSE,434.66,173.16,9,1,0.997704632,0
184.69,FALSE,184.69,163.09,4,4,0.99461468,0
23.93,FALSE,167.52,213.31,15,0,0.142000949,143.59
114.2973519,FALSE,156.7240645,100.7912174,4,5,0.321082638,127.07
374.38,FALSE,374.38,484.54,14,5,0.997336033,0
106.16,FALSE,106.17,249.26,4,4,0.990575721,0.01
192.8,FALSE,192.81,507.82,4,5,0.994788711,0.01
522.92,FALSE,522.93,126.92,13,1,0.998072262,0.01
576.52,FALSE,576.52,181.03,14,0,0.998268458,0
3.35,TRUE,260.84,172.94,17,1,0.012794073,257.49
544.13,FALSE,544.13,429.95,18,1,0.998165575,0
190.83,FALSE,190.83,212.5,14,4,0.994787051,0
111.47,FALSE,111.47,179.65,4,0,0.99110874,0
456.16,FALSE,456.16,406.62,10,0,0.997812582,0
3.94,TRUE,178.73,581.01,7,0,0.021921772,174.79
52.02,FALSE,156.06,478.61,13,0,0.331211002,104.04
239.2831887,FALSE,166.5720753,112.0074238,4,6,0.329526673,0
12.9,FALSE,129.03,243.66,2,6,0.099207875,116.13
16.49,FALSE,115.45,405.52,18,1,0.141605839,98.96
123.52,FALSE,123.53,150.15,3,1,0.991889505,0.01
158.5,FALSE,158.5,306.39,19,6,0.993730408,0
255.5602401,FALSE,187.6833538,140.6729688,22,6,0.460134614,-557818.27
3829.34,FALSE,271.19,147.2,21,0,14.06862853,-3558.15
16.79,TRUE,160.35,227.51,11,2,0.104059498,143.56
507.17,FALSE,507.17,288.53,12,5,0.998032155,0
496.86,FALSE,496.87,111.59,9,3,0.997971358,0.01
10.22,FALSE,143.21,194.19,9,4,0.070868872,132.99
201.6865258,FALSE,101.0044857,81.77457271,1,6,0.455803377,0
468.88,FALSE,468.88,189.57,7,0,0.997871797,0
3.23,TRUE,292.92,163.09,9,3,0.010989385,289.69
190.42,FALSE,190.43,551.65,0,0,0.99472392,0.01
483.95,FALSE,483.96,587.18,11,3,0.997917354,0.01
356.29,FALSE,356.29,448.4,22,3,0.997201153,0
17.72,FALSE,177.29,306.01,10,2,0.099388636,159.57
439.86,FALSE,439.87,333.61,3,4,0.997709075,0.01
112.6297285,FALSE,116.0636728,54.45489296,23,6,0.340794239,96.16
168.92,FALSE,168.93,143.96,1,6,0.994056376,0.01
124.02,FALSE,124.03,131.91,22,1,0.991921939,0.01
5.873044142,TRUE,876.6301913,441.8540078,9,2,0.00931891,198.41
195.1361564,FALSE,191.1237953,69.09410431,3,5,0.46774842,125.28
17.79,FALSE,160.17,454.57,21,5,0.110380344,142.38
189.14,FALSE,189.15,261.97,14,4,0.994688404,0.01
167.86,FALSE,167.87,184.1,2,2,0.994019068,0.01
4.04,TRUE,440.96,366.22,4,5,0.009141099,436.92
208.02,FALSE,208.02,171.83,20,6,0.995215769,0
188.13,FALSE,188.13,157.84,15,0,0.994712632,0
177.6,FALSE,177.6,111.29,7,5,0.994400896,0
123.52,FALSE,123.53,377.6,7,2,0.991889505,0.01
556.89,FALSE,556.89,185.03,5,1,0.998207532,0
577.84,FALSE,577.84,363.92,22,3,0.998272407,0
12.82,FALSE,141.12,267.33,1,1,0.09020546,128.3
132.91,FALSE,132.91,569.39,6,5,0.992532298,0
534.82,FALSE,534.82,388.57,0,3,0.998133702,0
535.59,FALSE,535.6,301.11,14,0,0.998117779,0.01
480.51,FALSE,480.51,234.87,4,6,0.9979232,0
34.46,FALSE,137.86,120.78,3,2,0.248163618,103.4
376.02,FALSE,376.03,387.69,10,3,0.997321168,0.01
3.53,TRUE,189.19,123.94,11,1,0.018560387,185.66
195.64,FALSE,195.65,218.7,22,6,0.994863972,0.01
7773.63,FALSE,284.15,208.79,12,5,27.26154655,-7489.48
109.98,FALSE,109.99,464.04,0,3,0.990900081,0.01
143.91,FALSE,143.92,134.87,0,1,0.993030638,0.01
19.37,FALSE,135.63,395.21,16,3,0.141769743,116.26
588.16,FALSE,588.17,234.87,8,1,0.998285724,0.01
173.4400902,FALSE,192.1652586,92.72542885,23,5,0.552518515,0.01
228.3575993,FALSE,166.6690318,71.66046499,3,5,0.31473777,0.01
166.61,FALSE,166.61,420.38,3,2,0.994033769,0
4.18,TRUE,181.16,229.38,13,5,0.02294686,176.98
24.17,FALSE,193.4,331.27,20,6,0.124331276,169.23
110.55,FALSE,110.55,248.1,23,5,0.99103541,0
179.22,FALSE,179.22,174.76,5,1,0.994451226,0
4767874.5,FALSE,255.92,356.47,4,1,18557.81761,-4767618.58
101.31,FALSE,101.32,183.2,10,5,0.990129007,0.01
118.95,FALSE,118.96,149.43,13,2,0.991580527,0.01
15.69,FALSE,156.96,338.34,8,1,0.099328944,141.27
10.77,FALSE,129.35,193.08,16,6,0.082623705,118.58
597.65,FALSE,597.65,458.88,14,4,0.998329575,0
56.84,FALSE,170.53,104.09,17,4,0.331370606,113.69
9.109658993,TRUE,1481.318365,561.246583,15,0,0.004091082,410.84
122.87,FALSE,122.87,592.63,23,3,0.99192702,0
418.25,FALSE,418.25,501.17,22,6,0.997614788,0
110.31,FALSE,110.32,395.55,4,4,0.990927057,0.01
183.52,FALSE,183.52,385.8,6,5,0.994580533,0
175.41,FALSE,175.42,115.29,4,2,0.994275026,0.01
145.7059604,FALSE,196.1362625,140.0716751,0,6,0.398371834,0
167.6,FALSE,167.6,444.36,5,1,0.994068802,0
587.41,FALSE,587.42,165.03,3,5,0.998283539,0.01
575.59,FALSE,575.59,289.86,11,6,0.998265665,0
3.06,TRUE,346.51,140.86,4,0,0.008805502,343.45
141.55,FALSE,141.55,205.63,14,0,0.992984918,0
558.59,FALSE,558.6,253.6,14,0,0.998195139,0.01
512.33,FALSE,512.33,320.55,20,1,0.998051935,0
9.391547177,TRUE,773.4660926,439.7911715,13,2,0.013179902,365.77
149.35,FALSE,149.35,125.65,0,0,0.993348853,0
17.88,FALSE,178.83,409.75,8,4,0.099427237,160.95
143.52,FALSE,143.53,583.8,21,0,0.993011831,0.01
143.27,FALSE,143.28,254.25,15,2,0.992999723,0.01
169.71,FALSE,169.71,269.08,19,5,0.994142112,0
16.29,TRUE,165.82,561.48,0,6,0.097650162,149.53
507.17,FALSE,507.17,288.53,15,1,0.998032155,0
13.08,FALSE,130.82,378.88,16,1,0.099226218,117.74
144.07,FALSE,144.07,279.25,21,1,0.993106776,0
5.175767881,TRUE,1236.622425,442.9124427,16,2,0.00318716,351.21
113.47,FALSE,113.47,521.9,11,4,0.991264087,0
309.32,FALSE,309.32,104.68,8,2,0.99677752,0
14589789,FALSE,258.02,578.46,17,3,56326.88209,-14589530.98
9.79,FALSE,137.15,376.22,8,3,0.070865002,127.36
6.65,FALSE,133.16,270.21,1,4,0.04956768,126.51
442.2,FALSE,442.2,294.23,1,4,0.997743682,0
195.8590563,FALSE,98.49329994,140.237058,22,5,0.556182089,0
24.95,FALSE,199.64,339.94,7,3,0.124352073,174.69
566.63,FALSE,566.63,138.15,0,2,0.998238289,0
250.401733,FALSE,85.15816171,123.3491522,22,5,0.417914653,0.01
15718.52,FALSE,205,431.92,23,5,76.30349515,-15513.52
127.5,FALSE,127.5,376.92,10,5,0.992217899,0
8.94,FALSE,107.35,236.61,19,4,0.082510383,98.41
494.64,FALSE,494.64,517.14,12,1,0.997982407,0
111.08,FALSE,111.09,108.56,20,6,0.990989384,0.01
5.15,FALSE,108.34,460.77,13,1,0.047100787,103.19
11.58,FALSE,104.26,144.91,5,6,0.1100133,92.68
8.07,FALSE,161.56,507.87,7,0,0.049643209,153.49
230.36,FALSE,230.37,268.27,8,1,0.995634698,0.01
559.09,FALSE,559.1,599.57,6,6,0.998196751,0.01
239.8052927,FALSE,124.9121287,125.355131,1,6,0.306704776,0
161.94,FALSE,161.95,150.03,12,3,0.99380178,0.01
542.02,FALSE,542.02,304.87,4,0,0.998158447,0
12.8,FALSE,115.22,204.13,1,0,0.110135949,102.42
547.4,FALSE,547.4,528.08,7,2,0.998176513,0
521.65,FALSE,521.65,374.25,21,0,0.998086674,0
19.03,TRUE,263.35,361.49,0,0,0.071987895,244.32
14.31,TRUE,461.73,376.77,14,3,0.030925162,447.42
229.55,FALSE,229.55,491.17,19,6,0.995662546,0
178.77,FALSE,178.78,211.03,17,2,0.994382022,0.01
3.81,TRUE,137.89,137.3,9,4,0.027431781,134.08
121.25,FALSE,121.25,158.31,0,6,0.991820041,0
3.86,TRUE,548.45,105.93,7,0,0.007025207,544.59
201.7291807,FALSE,181.6999621,72.56341533,2,6,0.380963942,0
196.99,FALSE,196.99,341.47,3,3,0.99494924,0
457.2,FALSE,457.21,366.91,8,5,0.99779577,0.01
133.19,FALSE,133.2,235.83,6,0,0.99247392,0.01
3.57,TRUE,535.92,163.99,18,6,0.006649035,532.35
555.9,FALSE,555.9,500.47,4,4,0.998204345,0
554.34,FALSE,554.34,291.02,4,5,0.998199301,0
506.82,FALSE,506.83,245.49,1,3,0.998011145,0.01
138.89,FALSE,138.9,116.8,10,3,0.992780558,0.01
211.39,FALSE,211.4,556.26,21,3,0.995244821,0.01
496.2,FALSE,496.2,149.07,1,2,0.997988737,0
193.41,FALSE,193.42,270.75,21,1,0.994805061,0.01
23.76,FALSE,190.15,469.74,9,1,0.124300288,166.39
246.9922137,FALSE,111.2637338,110.373236,22,5,0.356990475,162.12
136.88,FALSE,136.88,141.02,11,0,0.992747317,0
156.07,FALSE,156.07,185.55,9,2,0.993633412,0
160.66,FALSE,160.66,172.94,22,5,0.993814178,0
198.22,FALSE,198.22,352.45,22,6,0.994980424,0
195.38,FALSE,195.38,370.76,10,3,0.994907832,0
363055.71,FALSE,368.25,223.78,22,3,983.2246716,-362687.46
558.26,FALSE,558.26,187.05,21,4,0.998211923,0
112.19,FALSE,112.19,203.74,22,5,0.991165297,0
166.1,FALSE,166.1,234.68,14,6,0.99401556,0
5.78,FALSE,115.73,576.52,10,3,0.049515977,109.95
16.55,FALSE,182.05,173.23,22,6,0.090412456,165.5
225.9467051,FALSE,173.0635914,141.1760148,1,6,0.414380793,0
568.53,FALSE,568.54,130.7,0,6,0.998226639,0.01
3.35,TRUE,195.2,276.24,23,1,0.017074414,191.85
14.52,TRUE,163.03,166.1,21,0,0.088520393,148.51
117.59,FALSE,117.6,418.89,7,6,0.99148398,0.01
8.87,FALSE,124.2,188.46,6,6,0.070846645,115.33
11.25,TRUE,513.04,342.7,21,2,0.021885456,501.79
100.41,FALSE,100.41,314.33,4,0,0.99013904,0
147.94,FALSE,147.94,104.3,2,6,0.993285887,0
21.22,FALSE,191.04,367.09,4,5,0.110497813,169.82
488.92,FALSE,488.92,375,11,0,0.99795885,0
131.74,FALSE,131.74,149.52,4,4,0.992466476,0
415.57,FALSE,415.58,167.33,3,4,0.997575496,0.01
9.604633581,TRUE,650.1468271,695.1491447,15,1,0.004260915,162.67
9.1,FALSE,173.01,435.85,6,1,0.052295845,163.91
6.17,FALSE,129.6,293.49,8,6,0.047243492,123.43
191.19,FALSE,191.19,212.75,19,0,0.994796816,0
196.03,FALSE,196.04,273.23,10,3,0.994874137,0.01
181.52,FALSE,181.52,195.2,15,1,0.994521148,0
101.62,FALSE,101.63,279.25,21,5,0.990158823,0.01
187.3169064,FALSE,195.6679919,84.89630302,2,5,0.343806551,123.45
2.71,TRUE,313.38,323.82,6,6,0.008620141,310.67
4.63,FALSE,101.96,116.31,21,4,0.04496892,97.33
184.66,FALSE,184.66,355.33,0,2,0.99461381,0
563.13,FALSE,563.13,376.92,9,2,0.998227359,0
128.82,FALSE,128.82,194,15,6,0.992297027,0
17.33,FALSE,138.65,135.54,17,3,0.124095954,121.32
282.8775565,FALSE,65.48853144,87.48613703,3,6,0.406260158,165.81
179.9850584,FALSE,120.9508589,114.8050439,1,5,0.511685763,0.01
264.2590004,FALSE,150.9211785,107.1720444,3,6,0.396227329,0
27.04,FALSE,135.23,265.4,6,1,0.198487851,108.19
499.85,FALSE,499.86,429.72,20,5,0.997983468,0.01
11.16,FALSE,122.82,137.11,5,3,0.090130835,111.66
32.34,FALSE,194.06,428.21,12,4,0.16579514,161.72
27.78,FALSE,138.93,125.45,17,6,0.198527835,111.15
23.68,FALSE,189.49,165.9,6,6,0.124310987,165.81
10.03,FALSE,120.45,286.31,13,5,0.082585426,110.42
130.72,FALSE,130.72,424.86,14,6,0.992408138,0
278.0556255,FALSE,101.5184877,110.0000225,4,5,0.419217433,0
21.54,FALSE,107.74,262.43,17,3,0.19808718,86.2
571.9,FALSE,571.9,291.65,6,0,0.998254495,0
105.84,FALSE,105.85,324.67,0,3,0.990547496,0.01
242.3459551,FALSE,135.3278589,77.22482888,0,6,0.322641582,119.43
478.33,FALSE,478.34,141.32,10,3,0.997892936,0.01
7.94,FALSE,111.27,240.93,21,1,0.070722366,103.33
105.75,FALSE,105.75,252.49,10,3,0.990632319,0
144.08,FALSE,144.09,131.8,18,4,0.993038804,0.01
163.19,FALSE,163.19,570.44,8,4,0.993909495,0
13.94,FALSE,111.59,279.17,4,1,0.123812061,97.65
163.19,FALSE,163.19,483.82,12,6,0.993909495,0
32.51,FALSE,162.56,214.7,0,2,0.198764979,130.05
26.8,FALSE,160.8,214.01,22,1,0.165636588,134
109.98,FALSE,109.99,500.05,16,1,0.990900081,0.01
502.54,FALSE,502.55,374.23,16,2,0.997994241,0.01
3,TRUE,140.84,112.99,21,0,0.021150592,137.84
182.7640345,FALSE,68.20605516,126.071164,4,5,0.479680259,0
18.54,FALSE,185.49,370.2,2,2,0.099415518,166.95
12.98,FALSE,129.85,516.23,14,4,0.099197554,116.87
248.5036118,FALSE,194.3178321,120.4049467,4,6,0.434570577,94.79
3.97,TRUE,173.3,243.41,23,2,0.022776822,169.33
6.16,FALSE,117.21,108.28,13,3,0.052110651,111.05
183.36,FALSE,183.37,253.86,5,1,0.994521885,0.01
572.34,FALSE,572.34,174.43,11,6,0.998255834,0
6.21868021,TRUE,761.7239464,687.2561512,12,0,0.015086154,137.84
488.89,FALSE,488.9,409.75,13,4,0.997938355,0.01
26.27,FALSE,157.66,443.19,6,0,0.165574184,131.39
23.38,FALSE,187.05,129.28,17,1,0.124328636,163.67
467.07,FALSE,467.08,294.14,3,3,0.997842249,0.01
513,FALSE,513,555.9,23,6,0.998054475,0
18.73,FALSE,168.61,473.76,22,6,0.11042981,149.88
12.25,FALSE,110.27,321.35,18,0,0.110092568,98.02
182.55,FALSE,182.55,147.51,22,2,0.994551893,0
170.88,FALSE,170.88,263.05,5,5,0.994181987,0
170.46,FALSE,170.46,531.71,20,0,0.994167736,0
17.75,FALSE,195.35,197.18,10,1,0.090399796,177.6
16.85,TRUE,324.7,333.37,9,0,0.051734725,307.85
285.6560668,FALSE,137.6000182,53.30408669,4,6,0.379881746,0.01
179.07,FALSE,179.07,117.25,3,6,0.994446604,0
468.6,FALSE,468.61,457.33,7,0,0.997849279,0.01
168.3362691,FALSE,124.3136704,136.6481589,23,5,0.455995823,159.2
139.7270838,FALSE,145.4070952,89.04100728,3,5,0.314003447,0
158.1084598,FALSE,55.51031171,61.99818497,4,5,0.512050437,0
149.7188122,FALSE,122.0298981,72.71708983,1,6,0.317915519,0.01
142.24,FALSE,142.24,178.78,9,5,0.99301871,0
141.02,FALSE,141.02,496.71,10,3,0.992958738,0
23.24,FALSE,185.93,102.32,17,3,0.124324613,162.69
18.29,TRUE,214.01,173.17,3,4,0.085065811,195.72
517.57,FALSE,517.57,164.25,18,5,0.99807162,0
142.44,FALSE,142.44,344.98,10,1,0.993028444,0
244.1576053,FALSE,199.5043206,66.7775039,2,5,0.379730284,158.23
19.23,TRUE,317.52,317.65,8,1,0.060372975,298.29
184.41,FALSE,184.41,569.98,15,1,0.994606548,0
3.88,TRUE,406.03,145.87,1,1,0.009532467,402.15
188.13,FALSE,188.13,202.54,15,1,0.994712632,0
186,FALSE,186,317.52,20,0,0.994652406,0
148.1350837,FALSE,91.35423237,66.93261521,22,5,0.389799897,0.01
143.88,FALSE,143.89,112.47,21,0,0.993029195,0.01
406.61,FALSE,406.62,145.05,20,5,0.997522202,0.01
112.8320856,FALSE,143.6809356,109.4990155,1,5,0.505078238,0
102.02,FALSE,102.03,279.35,21,2,0.99019703,0.01
19.02,TRUE,131.21,129.14,11,6,0.143862038,112.19
14.96,TRUE,375.59,322.78,20,3,0.0397249,360.63
190.13,FALSE,190.14,143.66,18,6,0.994715915,0.01
109.0970414,FALSE,141.9118817,88.29023848,23,5,0.493061947,97.97
445.29,FALSE,445.3,394.93,20,3,0.997736948,0.01
183.88,FALSE,183.89,134.74,5,1,0.994537292,0.01
547.84,FALSE,547.84,204.58,17,0,0.998177975,0
488.95,FALSE,488.95,188.37,10,0,0.997958975,0
349.14,FALSE,349.14,123.4,11,3,0.997144,0
15.32,FALSE,137.92,366.54,6,2,0.110279297,122.6
197.61,FALSE,197.62,150.39,1,4,0.994914913,0.01
38.8,FALSE,194.04,367.32,20,0,0.198933552,155.24
131.75,FALSE,131.75,314.49,19,3,0.992467043,0
31.05,FALSE,155.27,380.94,0,0,0.198694567,124.22
468.23,FALSE,468.23,528.67,16,2,0.997868849,0
133.52,FALSE,133.52,113.14,3,6,0.992566161,0
149.16,FALSE,149.17,496.22,11,2,0.993274289,0.01
4.32,TRUE,294.98,204.03,15,6,0.014595581,290.66
122.95,FALSE,122.96,279.31,0,0,0.99185221,0.01
128.6,FALSE,128.6,566.63,4,1,0.992283951,0
7.53,FALSE,105.5,421.07,3,3,0.070704225,97.97
187.38,FALSE,187.39,380.81,2,5,0.994638781,0.01
5.03,FALSE,105.8,252.81,13,5,0.047097378,100.77
36.68,FALSE,110.06,470.21,21,3,0.330271925,73.38
590.47,FALSE,590.48,533.34,7,3,0.998292419,0.01
422.57,FALSE,422.58,166.75,23,1,0.997615563,0.01
591.83,FALSE,591.83,123.87,3,2,0.998313176,0
5.72,FALSE,114.48,109.79,20,6,0.049532387,108.76
160.58,FALSE,160.59,359.03,22,1,0.993749613,0.01
179.33,FALSE,179.34,513.55,18,3,0.994399468,0.01
442.54,FALSE,442.55,156.03,6,0,0.997722917,0.01
539.21,FALSE,539.21,353.92,3,6,0.998148868,0
414.73,FALSE,414.74,145.05,1,6,0.997570597,0.01
437.98,FALSE,437.99,217.48,9,5,0.997699264,0.01
158.0280306,FALSE,92.71638497,85.34767396,23,6,0.344687098,0
151.5099148,FALSE,82.17129478,100.4733438,3,6,0.336625065,0.01
141.02,FALSE,141.02,371.28,18,6,0.992958738,0
133.83,FALSE,133.83,344.98,18,1,0.992583253,0
541.65,FALSE,541.65,353.35,4,6,0.998157192,0
313.51,FALSE,313.52,120.05,23,3,0.996788757,0.01
430.7,FALSE,430.71,103.39,1,1,0.997660467,0.01
155.74,FALSE,155.74,312.98,0,1,0.993620008,0
138.89,FALSE,138.9,177.05,20,6,0.992780558,0.01
5157752,FALSE,278.98,324.67,6,6,18421.8587,-5157473.02
191.38,FALSE,191.38,318.46,11,3,0.994801954,0
441.01,FALSE,441.02,176.43,6,5,0.997715036,0.01
19.13,FALSE,114.82,152.93,18,4,0.165170092,95.69
257.741519,FALSE,62.28860159,128.1901938,4,5,0.367714256,0
179.07,FALSE,179.07,459.86,13,3,0.994446604,0
11.72,TRUE,230.83,353.03,5,1,0.050554285,219.11
442.41,FALSE,442.41,360.18,6,2,0.997744751,0
502.23,FALSE,502.23,486.93,13,6,0.998012837,0
16.36,FALSE,114.54,299.2,3,4,0.141595984,98.18
15.43,FALSE,169.75,415.79,7,1,0.090366032,154.32
498.02,FALSE,498.03,424.9,22,1,0.997976074,0.01
447.48,FALSE,447.49,267.07,8,4,0.997747999,0.01
8.31,FALSE,116.44,279.26,13,4,0.070759537,108.13
7.99,FALSE,159.94,160,1,4,0.049645831,151.95
12.28,FALSE,110.56,353.06,22,1,0.110075296,98.28
15.27,TRUE,501.03,179.34,20,3,0.030416509,485.76
2381.15,FALSE,351.57,181.03,8,1,6.753694302,-2029.58
11.72,FALSE,117.23,214.36,21,5,0.099128817,105.51
103.69,FALSE,103.7,262.52,18,4,0.990353391,0.01
135.7072726,FALSE,100.1278697,88.30461499,2,5,0.584830792,0.01
195.47,FALSE,195.47,101.63,11,6,0.994910164,0
141.77,FALSE,141.77,240.73,8,2,0.992995727,0
112.81,FALSE,112.82,273.23,12,5,0.99112634,0.01
472.45,FALSE,472.45,180.83,11,1,0.997887845,0
150.11,FALSE,150.11,199.23,15,4,0.993382304,0
21.55,FALSE,107.79,374.78,17,0,0.19808806,86.24
406.3,FALSE,406.31,363.92,9,5,0.997520316,0.01
510.57,FALSE,510.57,159.7,18,4,0.998045233,0
469.07,FALSE,469.07,107.61,22,1,0.997872657,0
509.32,FALSE,509.32,311.5,18,4,0.998040445,0
571.77,FALSE,571.77,105.99,14,0,0.998254099,0
164.5,FALSE,164.5,161.41,21,6,0.993957704,0
14.96,TRUE,363.38,370.56,20,3,0.04105604,348.42
227.0993158,FALSE,72.30645016,72.07039118,4,5,0.518037258,0
147.7728822,FALSE,144.1770547,133.8635448,3,5,0.529392104,133.79
198.83,FALSE,198.83,204.12,7,0,0.994995746,0
9.78,FALSE,195.6,348.8,15,4,0.049745677,185.82
115.29,FALSE,115.29,157.66,7,5,0.991400808,0
356.41,FALSE,356.41,120.08,7,4,0.997202093,0
6.23,FALSE,124.67,140.42,5,1,0.049574282,118.44
500.26,FALSE,500.26,399.58,16,3,0.998005027,0
516.55,FALSE,516.56,239.75,7,2,0.998048535,0.01
120.95,FALSE,120.96,188.88,18,4,0.991718596,0.01
279.9583556,FALSE,104.7422531,132.4444028,4,6,0.380893844,165.61
312253.09,FALSE,211.87,368.64,20,4,1466.872222,-312041.22
26.31,FALSE,157.92,455.54,1,4,0.165554996,131.61
548.45,FALSE,548.45,158.53,17,2,0.998179998,0
3.64,TRUE,312.1,574.69,11,5,0.011625679,308.46
15.63,FALSE,156.34,266.44,14,0,0.099339011,140.71
12.14,TRUE,188.18,565.42,6,2,0.064171688,176.04
346.29,FALSE,346.3,120.72,12,5,0.997091851,0.01
173.78,FALSE,173.79,257.32,3,1,0.994221637,0.01
220.6149193,FALSE,158.4408294,148.1294234,4,6,0.346494304,126.38
102.02,FALSE,102.03,149.28,1,3,0.99019703,0.01
15.03,FALSE,165.36,507.59,14,6,0.090346237,150.33
295.14,FALSE,295.15,309.99,22,0,0.996589566,0.01
144.08,FALSE,144.09,229.61,4,0,0.993038804,0.01
518,FALSE,518,168.93,12,4,0.998073218,0
115.29,FALSE,115.29,198.53,13,0,0.991400808,0
190.13,FALSE,190.14,507.8,4,2,0.994715915,0.01
179.5,FALSE,179.51,325.76,15,0,0.994404742,0.01
576.09,FALSE,576.09,364.88,14,4,0.998267168,0
3.956004687,TRUE,1018.60467,406.3073608,16,3,0.00989799,135.67
175.97,FALSE,175.97,313.58,16,6,0.994349325,0
416.01,FALSE,416.02,410.39,16,2,0.997578054,0.01
114.04,FALSE,114.04,238.14,11,2,0.991307371,0
445.55,FALSE,445.56,184.66,11,1,0.997738266,0.01
496.22,FALSE,496.22,209.69,16,1,0.997988818,0
115.8,FALSE,115.8,423.84,8,4,0.991438356,0
590.09,FALSE,590.1,249.31,6,2,0.998291321,0.01
186.33,FALSE,186.33,436.28,6,5,0.994661827,0
129.13,FALSE,129.13,585.35,19,5,0.992315377,0
111.58,FALSE,111.59,187.66,15,4,0.991029399,0.01
167.86,FALSE,167.87,211.87,20,0,0.994019068,0.01
147.67,FALSE,147.68,159.93,12,5,0.993206887,0.01
3.3,TRUE,529.7,530.04,12,0,0.006218202,526.4
189.21,FALSE,189.21,149.87,0,3,0.994742653,0
559.79,FALSE,559.8,100.13,18,5,0.998199001,0.01
194.25,FALSE,194.26,123.91,19,5,0.99482741,0.01
234.67,FALSE,234.68,341.85,12,6,0.995714528,0.01
178.66,FALSE,178.67,140.58,7,0,0.994378583,0.01
27.78,FALSE,138.95,341.73,22,1,0.198499464,111.17
163.97,FALSE,163.98,278.04,21,3,0.993878046,0.01
195042.82,FALSE,387.92,392.32,20,1,501.4985601,-194654.9
499.26,FALSE,499.27,104.67,20,4,0.99798109,0.01
167.88,FALSE,167.88,219.77,16,4,0.994078636,0
524.21,FALSE,524.22,122.64,9,2,0.998076996,0.01
13.59,FALSE,149.5,493.51,16,3,0.090299003,135.91
151.25,FALSE,151.26,369.92,13,6,0.99336661,0.01
557.15,FALSE,557.16,174.02,1,2,0.998190483,0.01
